"id","microred_id/id","institucion","codigo_eess","name","ubigeo","categoria","estado","condicion","telefono","responsable","inicio_actividad","direccion","ruc","tipo","coor_norte","coor_este"
"renipress.eess_00008708","renipress.microred_23_00_00","4","00008708","POSTA FAP SAN GABINO","150140","99","0","1","996432774","MARIA DEL ROCIO ORE FELIPA ","16/07/1991","OTROS URBANIZACIÓN SAN GABINO VILLA FAP BLOCK 15 1ER PISO URBANIZACIÓN SAN GABINO VILLA FAP BLOCK 15 1ER PISO SANTIAGO DE SURCO LIMA LIMA","20144364059","2","-76.9924188","-12.1548137"
"renipress.eess_00008709","renipress.microred_23_00_00","4","00008709","CENTRO DE SALUD FAP LAS PALMAS","150140","4","1","3","2477514 - 2135273","VANESSA ROSSELLA PACHAS PUNTRIANO ","15/09/1968","AVENIDA AV. JORGE CHAVEZ S/N BASE AEREA LAS PALMAS S/N AV. JORGE CHAVEZ S/N BASE AEREA LAS PALMAS SANTIAGO DE SURCO LIMA LIMA","20144364059","1","-77.0038897","-12.1521653"
"renipress.eess_00008710","renipress.microred_23_00_00","4","00008710","POSTA FAP SAN ROQUE","150140","99","0","1","99-6433632","GIAN CARLO PASTORELLI ARNAO ","20/08/1971","FEDERICO RECAVARREN 109","20144364059","2","-76.9925543","-12.1448793"
"renipress.eess_00008807","renipress.microred_8_00_00","3","00008807","SERVICIO DE SANIDA-COLEGIO MILITAR LEONCIO PRADO","070104","2","1","3","01-4204120","MARIANO IGNACIO ALARCON GUEVARA ","01/01/1949","AVENIDA COSTANERA 1541","20167343652","2","-77.1185144","-12.0757713"
"renipress.eess_00008808","renipress.microred_8_00_00","3","00008808","ENFERMERÍA DE LA AVIACIÓN DEL EJERCITO","070101","2","1","3","01-5741858","JHONY ERIC PABLO TELLO ","03/04/1988","AVENIDA AVENIDA ELMER FAUCETT S/N RAMPA NORTE DEL AEROPUERTO INTERNACIONAL JORGE CHAVEZ NÚMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO","20131369124","2","-77.1131612","-12.007839"
"renipress.eess_00008844","renipress.microred_23_00_00","3","00008844","ENFERMERIA DE LA ESCUELA TECNICA DEL EJERCITO","150108","2","1","3","01-2763718","MARIA DEL PILAR VASQUEZ SUAREZ ","01/01/1975","AVENIDA AV. PROLONGACION PASEO DE LA REPUBLICA S/N CHORRILLOS NÚMERO S/N DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA","20131369124","2","-77.0129812","-12.1753536"
"renipress.eess_00009296","renipress.microred_7_00_00","5","00009296","POLICLINICO PNP CAJAMARCA","060101","4","1","3","076-362275","MARIA ISABEL BAZAURI PALACIOS DE VILLANUEVA ","07/11/1984","JIRÓN JR. TAYABAMBA N° 598 URB. EL INGENIO DISTRITO CAJAMARCA PROVINCIA CAJAMARCA DEPARTAMENTO CAJAMARCA","20504380077","2","-78.51540667","-7.15044333"
"renipress.eess_00009320","renipress.microred_25_00_00","5","00009320","POSTA MEDICA DE LA PNP","170101","2","1","3","082-573902","FELIPE NICHO VASQUEZ ","01/01/2000","JIRÓN JR. PUNO CON JR. LORETO DISTRITO TAMBOPATA PROVINCIA TAMBOPATA DEPARTAMENTO MADRE DE DIOS","20504380077","2","-69.17750109","-12.59267796"
"renipress.eess_00009322","renipress.microred_25_00_00","6","00009322","ENFERMERÍA SERVICIOS DE SANIDAD NAVAL","170101","2","1","3","082-571260","YSMAEL VLADIMIR MEZARINA DE LA CUEVA ","09/08/1932","JIRÓN JR. BILLINGHURST CUADRA 1 DISTRITO TAMBOPATA PROVINCIA TAMBOPATA DEPARTAMENTO MADRE DE DIOS","20153408191","2","-69.17472503","-12.59375282"
"renipress.eess_00009323","renipress.microred_25_00_00","3","00009323","ENFERMERIA B.ING Nº 4","170101","1","1","3","952286888","JOSE DUILIO MENA CHAMBILLA ","01/01/1994","JIRÓN JR. CUSCO CUADRA 10 S/N NÚMERO S/N DISTRITO TAMBOPATA PROVINCIA TAMBOPATA DEPARTAMENTO MADRE DE DIOS","20131369124","2","-69.18325468","-12.58841408"
"renipress.eess_00009405","renipress.microred_17_00_00","3","00009405","ENFERMERIA DEL BATALLON DE SERVICIOS N° 31","120107","3","1","3","1996134348","MIGUEL ANGEL VARGAS SOLDEVILLA ","01/01/1985","JIRÓN JR. 2 DE MAYO S/N / CHILCA NÚMERO S/N DISTRITO CHILCA PROVINCIA HUANCAYO DEPARTAMENTO JUNIN","20131369124","2","-75.2049137","-12.0846629"
"renipress.eess_00009406","renipress.microred_17_00_00","3","00009406","ENFERMERIA DEL FUERTE CÁCERES","120401","2","1","3","996010234","ENRIQUE MANUEL HUAMAN SANTIAGO ","13/12/1979","AVENIDA AV. PASEO LA BREÑA S/N JAUJA NÚMERO S/N DISTRITO JAUJA PROVINCIA JAUJA DEPARTAMENTO JUNIN","20131369124","2","",""
"renipress.eess_00009445","renipress.microred_8_00_00","3","00009445","CENTRO DE SALUD DE LA LEGION PERUANA DE LA GUARDIA","070101","2","1","3","4291328","GILBER CARLOS QUISPE DIAZ ","28/01/1940","AV. ADOLFO KING S/N FORTALEZA MILITAR REAL FELIPE","20131369124","2","-77.1477788","-12.0612929"
"renipress.eess_00009476","renipress.microred_13_00_00","5","00009476","POLICLINICO PNP - HUANCAVELICA","090101","2","1","3","067-451493","ROLANDO EVER ALFARO ENCISO ","12/08/1971","JIRÓN JR. MANCO CAPAC N° 150 DISTRITO HUANCAVELICA PROVINCIA HUANCAVELICA DEPARTAMENTO HUANCAVELICA","20504380077","2","-74.97318955","-12.78557699"
"renipress.eess_00009961","renipress.microred_2_00_00","5","00009961","POLICLINICO PNP-HUARAZ","020101","4","0","1","043-426954","AUGUSTO MAURO VIDAL TOLENTINO ","13/07/1985","AV/GAMARRA S/N -HUARAZ","20504380077","1","",""
"renipress.eess_00010079","renipress.microred_29_00_00","6","00010079","POSTA NAVAL DE LA CAPITANIA DE PUERTO DE PUNO","210101","2","1","3","51951601874","MANUEL ENRIQUE VEGA CASTRO ","01/12/1991","AVENIDA AV EL SOL 725 BARRIO PORTENO DISTRITO PUNO PROVINCIA PUNO DEPARTAMENTO PUNO","20153408191","2","",""
"renipress.eess_00010098","renipress.microred_23_00_00","3","00010098","HOSPITAL MILITAR GERIATRICO","150108","7","1","3","(51) 1-2068060","ENRICO GUSTAVO SANGIACOMO MARTINEZ ","01/01/2000","AVENIDA AV. ESCUELA MILITAR S/N NÚMERO S/N DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA","20131369124","1","-77.01971338","-12.16220614"
"renipress.eess_00010148","renipress.microred_34_00_00","5","00010148","POLICLINICO POLICIAL PUCALLPA","250101","3","1","3","061-575258","AMETH GALINDO ALVAREZ FLORES ","14/12/1984","JIRÓN JIRON SUCRE CUARTA CUADRA S/N  MZ B LOTE 18 Y 19- PUCALLPA N?ERO S/N DISTRITO CALLERIA PROVINCIA CORONEL PORTILLO DEPARTAMENTO UCAYALI","20504380077","2","-74.5665971","-8.3646395"
"renipress.eess_00010153","renipress.microred_13_00_00","5","00010153","POSTA MEDICA POLICIAL PAMPAS","090701","2","1","3","943161596","GABRIELA GAMARRA GONZALES ","01/01/1985","JIRÓN JR. SAN SEBASTIAN Y ALFONSO UGARTE S/N N?ERO S/N DISTRITO PAMPAS PROVINCIA TAYACAJA DEPARTAMENTO HUANCAVELICA","20504380077","2","-74.86482362","-12.39863791"
"renipress.eess_00010204","renipress.microred_2_00_00","5","00010204","PUESTO DE SALUD PNP POMABAMBA","021601","1","0","1","043-451157","ALVAREZ ROJAS JOSE . . ","13/07/1985","PLAZA DE ARMAS -POMABAMBA","20504380077","2","",""
"renipress.eess_00010205","renipress.microred_2_00_00","5","00010205","POLICLINICO PNP HUARAZ","020101","4","1","3","426866","JOSE EMILIO LOZANO BROCA ","13/07/1985","AVENIDA AV. GAMARRA S/N HUARAZ NÚMERO S/N DISTRITO HUARAZ PROVINCIA HUARAZ DEPARTAMENTO ANCASH","20504380077","2","",""
"renipress.eess_00010206","renipress.microred_2_00_00","5","00010206","POSTA MEDICA PNP-YUNGAY","022001","2","0","1","043-303539","MAGUIÃ‘A CHAUCA SANTA MARIA . . ","13/07/1985","ETS PNP YUNGAY","20504380077","2","",""
"renipress.eess_00010207","renipress.microred_2_00_00","5","00010207","POSTA MEDICA PNP HUARI","021001","2","0","2","043-45-3058","FLAVIO HERNAN RAMIREZ ENRIQUEZ ","13/07/1985","JR. ANCASH S/N - HUARI- ANCASH","20504380077","2","",""
"renipress.eess_00010235","renipress.microred_29_00_00","5","00010235","POLICLINICO DE SALUD PNP - PUNO","210101","3","1","3","051-364512","LISSY EDME OLAVE BENITEZ ","06/06/1965","AVENIDA AV. JULIACA S/N ALTO HUASCAR S/N AV. JULIACA S/N ALTO HUASCAR PUNO PUNO PUNO","20504380077","2","-70.0201942","-15.8416987"
"renipress.eess_00010236","renipress.microred_29_00_00","5","00010236","POSTA MEDICA DE SALUD PNP - JULIACA","211101","99","1","3","051-322793","KARLA FERNANDA SARANGO SALAS ","06/06/1970","JIRÓN JIRON NUEVA ZELANDA S/N CUADRA SEIS - LA CAPILLA NÚMERO S/N DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO","20504380077","2","-70.129653","-15.4996879"
"renipress.eess_00010237","renipress.microred_29_00_00","5","00010237","POSTA DE SALUD PNP - YUNGUYO","211301","99","0","2","051-302207","JUAN ARBIL LOPEZ NUÑEZ ","06/06/1995","JR. AUDIVERTH Nº 273 - YUNGUYO","20504380077","2","",""
"renipress.eess_00010239","renipress.microred_29_00_00","5","00010239","POSTA MEDICA -ETS- PNP-PUNO","210101","99","1","3","051-365473","ALBERT WINDER TAIPE RIVAS ","01/08/1998","PARQUE INDUSTRIAL AZIRUNI S/N SALCEDO","20504380077","2","",""
"renipress.eess_00010255","renipress.microred_8_00_00","6","00010255","PUESTO DE SALUD DE LA ESCUELA NAVAL","070105","2","1","3","01-6130400","PEDRO DANIEL BANCES PEZO ","18/08/1981","CALLE CA. MEDINA S/N NÚMERO S/N DISTRITO LA PUNTA PROVINCIA CALLAO DEPARTAMENTO CALLAO","20153408191","2","-77.16652238","-12.07136543"
"renipress.eess_00010256","renipress.microred_8_00_00","6","00010256","ENFERMERIA DEL SERVICIO DE POLICIA NAVAL","070101","2","1","3","01-6136363","JOHANN FIZTGERALD ZAVALA GUTIERREZ ","27/08/1995","AVENIDA AV. NESTOR GAMBETTA S/N NÚMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO","20153408191","2","-77.13725007","-12.03613305"
"renipress.eess_00010257","renipress.microred_8_00_00","6","00010257","DPTO. DE SANIDAD DEL INSTITUTO SUPERIOR TECNOLÓGICO PUBLICO NAVAL - CITEN","070101","2","1","3","01-20170  ANEXO 3253","LISETH KATHERINE BERNAL MEJIA ","02/12/2000","AVENIDA AV. CONTRALMIRANTE MORA S/N BASE NAVAL DEL CALLAO NÚMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO","20153408191","2","",""
"renipress.eess_00010258","renipress.microred_8_00_00","6","00010258","HOSPITAL DE LA BASE NAVAL DEL CALLAO ""PMUM""","070101","4","1","3","2016230","MIGUEL JORGE CESPEDES BARRENECHEA ","18/06/1981","AVENIDA AV. CONTRALMIRANTE MORA S/N BASE NAVAL DEL CALLAO NÚMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO","20153408191","1","-77.13737167","-12.03501833"
"renipress.eess_00010260","renipress.microred_8_00_00","6","00010260","SANIDAD DE BASE AERONAVAL DEL CALLAO","070101","2","1","3","01-6137100","RODOLFO MIGUEL RUIZ BRACAMONTE ","21/11/2008","AVENIDA AV. FAUCETT S/N NÚMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO","20153408191","2","",""
"renipress.eess_00010261","renipress.microred_8_00_00","6","00010261","POSTA NAVAL DE VENTANILLA","070106","2","1","3","01-2071600","FILIDA DEL CARMEN GARNIQUE DIAZ ","20/11/1974","OTROS ESQ. ESCORPION CON CISNE S/N MZA. VI LOTE 17 URB. ALMIRANTE GRAU NÚMERO S/N DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO","20153408191","2","-77.12759948","-11.88545383"
"renipress.eess_00010300","renipress.microred_35_00_00","3","00010300","CENTRO DE SALUD MILITAR DEL BATALLON DE COMUNICACIONES  Nº 112 - RIMAC","150128","1","1","3","48119691","JHONE ANTONIO OBREGON TARAZONA ","01/01/1975","AV. ELESPURO S/N CUARTEL JOSE OLAYA  FTE HOYOS RUBIO - RIMAC","20131369124","2","-77.044228","-12.0282877"
"renipress.eess_00010309","renipress.microred_35_00_00","3","00010309","CENTRO DE SALUD  DEL BATALLON DE SERVICIO Nº112","150128","2","1","3","4816119","ALFREDO MIGUEL ELIAS AVILA ","01/01/1975","AV. ELESPURO  S/N CUARTEL  FTE.FUERTE HOYOS RUBIO","20131369124","2","-77.044228","-12.0282877"
"renipress.eess_00010310","renipress.microred_35_00_00","3","00010310","CENTRO DE SALUD MILITAR DEL BATALLON DE POLICIA MILITAR Nº501","150128","1","1","3","4814712","WILLIAMS ABELARDO CCUNO JUSTO ","20/03/1964","AV. ELESPURO S/N  CTEL COMANDANTE ESPINAR FTE HOYOS RUBIO","20131369124","2","-77.044228","-12.0282877"
"renipress.eess_00010329","renipress.microred_36_00_00","3","00010329","POLICLINICO ""VIRGEN DE LAS MERCEDES""","150113","99","1","3","2193500 ANEXO 3511","GUSTAVO VIDAL SALAZAR ESPIRITU ","31/10/1993","AV. BRASIL 2757","20131369124","2","-77.0622097","-12.0854885"
"renipress.eess_00010385","renipress.microred_23_00_00","3","00010385","CENTRO DE SALUD MILITAR ""SAN JUAN""","150133","3","1","3","01-2767241","DINO DAVID CHOQUECHAMBI ROMERO ","10/10/1974","AV. SAN JUAN CUADRA 4 S/N","20131369124","2","-76.9727965","-12.1659451"
"renipress.eess_00010409","renipress.microred_35_00_00","3","00010409","CENTRO DE SALUD MILITAR DE LA 18ª BLINDADA","150128","2","1","3","3824814 ANEXO 6703","ABNER ARSENIO SARMIENTO SANTOS ","15/05/2000","AVENIDA ELESPURU S/N CUARTEL CASTILLA FUERTE HOYOS RUBIO- RIMAC NÚMERO S/N DISTRITO RIMAC PROVINCIA LIMA DEPARTAMENTO LIMA","20131369124","2","-77.044228","-12.0282877"
"renipress.eess_00010445","renipress.microred_36_00_00","6","00010445","MARINA DE GUERRA DEL PERU","150130","3","1","3","4756842","MARCO ANTONIO SALAZAR ROJAS ","01/12/1991","JIRÓN FRAY ANGELICO 470 JIRON FRAY ANGELICO 470 SAN BORJA LIMA LIMA","20153408191","2","",""
"renipress.eess_00010451","renipress.microred_8_00_00","5","00010451","POSTA MÉDICA POLICIAL VIPOL","070101","2","1","3","(51) 1-5741788","MARIA SALOME TAMAYO GUTIERREZ ","31/03/1976","AVENIDA AVENIDA NENUFARES CDRA. 4 ESQUINA CON CALLE LAS CAMELIAS CDRA.2 DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO","20504380077","2","-77.09781813","-12.01221274"
"renipress.eess_00010553","renipress.microred_15_00_00","4","00010553","SANIDAD FAP PISCO","110506","3","1","3","056-542020","PAUL MIKY DIAZ VELARDE ","01/01/1970","CARRETERA CARRETERA PARACAS S/N NÚMERO S/N DISTRITO SAN ANDRES PROVINCIA PISCO DEPARTAMENTO ICA","20144364059","2","-76.2203908","-13.7310715"
"renipress.eess_00010557","renipress.microred_8_00_00","5","00010557","POLICLINICO PNP CALLAO","070104","3","1","3","01-4291323","AMERICO FRANCISCO VIRTO TAMAYO ","01/01/1987","AVENIDA AV. LA PAZ CDRA.11 S/N NÚMERO S/N DISTRITO LA PERLA PROVINCIA CALLAO DEPARTAMENTO CALLAO","20504380077","2","",""
"renipress.eess_00010573","renipress.microred_8_00_00","5","00010573","POSTA MEDICA PNP VENTANILLA","070106","3","1","3","01-5536129","JESUS ABEL RAMIREZ GUILLEN ","15/10/1996","AVENIDA AV. PEDRO BELTRAN 386 URB SATELITE AV. PEDRO BELTRAN 386 URB SATELITE VENTANILLA CALLAO CALLAO","20504380077","2","-77.126587","-11.8782732"
"renipress.eess_00010604","renipress.microred_8_00_00","6","00010604","ENFERMERIA DE LA DIRECCION DE HIDROGRAFIA Y NAVEGACION","070101","1","0","1","01-6136767","WISTOR ERNAN MARTINEZ CARDENAS ","20/06/1903","JIRÓN ROCA CDRA. 2  CON AV. GAMARRA S/N - CHUCUITO","20153408191","2","",""
"renipress.eess_00010605","renipress.microred_24_00_00","4","00010605","HOSPITAL REGIONAL FAP DEL ORIENTE","160101","4","1","3","9753700871","MARTIN ALBERTO MUÑOZ SUAREZ ","16/08/1981","PASAJE PSJE. SAN JOSE S/N MORONA COCHA GRP 42 FAP S/N PSJE. SAN JOSE S/N MORONA COCHA GRP 42 FAP IQUITOS MAYNAS LORETO","20144364059","1","-73.2516326","-3.7436735"
"renipress.eess_00010610","renipress.microred_8_00_00","5","00010610","POSTA MEDICA PNP DIRAVPOL","070101","2","1","3","(51) 1-5388348","NERY LUZ RAMIREZ CHUQUIZUTA ","01/02/1970","AVENIDA AV. ELMER FAUCETT 3900 DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO","20504380077","2","",""
"renipress.eess_00010615","renipress.microred_4_00_00","4","00010615","HOSPITAL REGIONAL DEL SUR","040104","5","0","1","054-443040 ANEXO 146","EDWIN EMILIO CORDOVA HUANQUI ","14/01/2001","AVENIDA LA AVIACION S/N URB. ZAMACOLA (ALA AREA 3) S/N AV. LA AVIACION S/N URB. ZAMACOLA (ALA AREA 3) JESUS MARIA LIMA LIMA","20144364059","1","-71.569525","-16.351605"
"renipress.eess_00010629","renipress.microred_23_00_00","3","00010629","CENTRO DE SALUD MILITAR DE LA ESCUELA DE INTELIGENCIA DEL EJERCITO","150108","2","1","3","01-2510236","RICHARD JAVIER TORRES PINTO ","11/06/1959","AV. ESCUELA MILITAR S/N","20131369124","2","-77.0189409","-12.1601295"
"renipress.eess_00010645","renipress.microred_4_00_00","4","00010645","CENTRO MEDICO","040702","4","0","1","054-837000 / ANEXO 3460","FRANCISCO RAUL CALIZAYA AYALA ","01/07/1983","CAR. PANAMERICANA SUR KM. 1005 LA JOYA (CASILLA POSTAL 1160)","20144364059","2","",""
"renipress.eess_00010647","renipress.microred_8_00_00","6","00010647","ENFERMERIA DEL SERVICIO NAVAL DE TRANSPORTE TERRESTRE","070101","99","0","1","01-6136363","ALBERTO MIRANDA ÑAHUI ","01/01/2000","JIRON TITICACA S/N CHUCUITO","20153408191","2","",""
"renipress.eess_00010658","renipress.microred_8_00_00","6","00010658","ENFERMERIA DE LA ESTACION DE OPERACIONES ESPECIALES","070101","99","0","1","2137600-3061","GABRIEL FORTUNATO GALLEGOS MAMANI ","01/01/1969","CONTRALMIRANTE MORA S/N- BASE NAVAL DEL CALLAO","20153408191","2","",""
"renipress.eess_00010659","renipress.microred_8_00_00","6","00010659","ENFERMERIA DEL DPTO. DE RESERVAS NAVALES Y MOVILIZACION","070101","99","0","1","01-4531174","RITA CORINA MEZA RECHUMI ","01/01/1980","AV. MIGUEL GRAU 103 CHUCUITO","20153408191","2","",""
"renipress.eess_00010660","renipress.microred_8_00_00","6","00010660","ENFERMERIA DEL GRUPO DE SALVAMENTO DE LA MARINA","070101","2","1","3","2017020","RAUL ALEJANDRO AGUADO QUEVEDO ","02/01/1998","AVENIDA AV. CONTRALMIRANTE MORA S/N BASE NAVAL DEL CALLAO NÚMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO","20153408191","2","-77.13957823","-12.03551396"
"renipress.eess_00010662","renipress.microred_28_00_00","4","00010662","SANIDAD FAP GRUP7","200104","3","1","3","073-300779","VICENTE GERARDO ANDRES LUNA BARRIGA ","01/04/1960","AVENIDA AV. RAMON CASTILLA C/ AV. LUIS MONTERO S/N NÚMERO S/N DISTRITO CASTILLA PROVINCIA PIURA DEPARTAMENTO PIURA","20144364059","2","",""
"renipress.eess_00010666","renipress.microred_8_00_00","6","00010666","SANIDAD SUBMARINOS","070101","2","1","3","012017020","RENATO PEREZ MORI ","05/03/1950","AVENIDA AV. CONTRALMIRANTE MORA S/N BASE NAVAL DEL CALLAO NÚMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO","20153408191","2","-77.1259843","-12.0508491"
"renipress.eess_00010679","renipress.microred_28_00_00","5","00010679","POLICLINICO PNP ""ALMIRANTE MIGUEL GRAU""","200104","3","1","3","073-343922","VICTOR FIDEL AGUILAR CALDERON ","01/04/1983","AVENIDA CAYETANO HEREDIA CUADRA 3 N?ERO S/N URBANIZACI? MIRAFLORES DISTRITO CASTILLA PROVINCIA PIURA DEPARTAMENTO PIURA","20504380077","2","-80.620674","-5.19465"
"renipress.eess_00010680","renipress.microred_28_00_00","5","00010680","PUESTO SANITARIO PNP HUANCABAMBA","200301","1","1","3","073-473183","FIORELLA BARSALLO FERNANDEZ ","16/10/1985","AVENIDA AVENIDA RAMON CASTILLA S/N PARTE ALTA CERRO WITILIBUN NÚMERO S/N DISTRITO HUANCABAMBA PROVINCIA HUANCABAMBA DEPARTAMENTO PIURA","20504380077","2","-79.4506989","-5.2389913"
"renipress.eess_00010681","renipress.microred_28_00_00","5","00010681","PUESTO SANITARIO PNP CHULUCANAS","200401","1","0","1","073-378408","JORGE LUIS CASTRO NUÑEZ ","01/01/1980","AVENIDA RAMON CASTILLA Nº 1300","20504380077","2","",""
"renipress.eess_00010682","renipress.microred_28_00_00","5","00010682","PUESTO SANITARIO PNP ETS LA UNION","200110","1","0","1","073-374100","MARGARITA ADELAIDA HUANCAS FRIAS ","01/05/2004","CALLE LIBERTAD 1385 BARRIO LA CAPILLA","20504380077","2","",""
"renipress.eess_00010683","renipress.microred_28_00_00","5","00010683","TOPICO PNP IE PNP ""BACILIO RAMIREZ PEÑA""","200101","1","0","1","351044","LOURDES CECILIA ZAPATA REYES DE GARCIA ","01/01/1984","PROLONGACION GRAU CUADRA 20 S/N","20504380077","2","",""
"renipress.eess_00010685","renipress.microred_8_00_00","6","00010685","DPTO. DE SANIDAD DE LA COMANDANCIA DE LA ESTACION NAVAL LA PERLA","070104","2","1","3","01-6142900","HECTOR JESUS VELANDO BEJARANO ","31/10/2012","AVENIDA AV. LA MARINA CDRA 36 S/N NÚMERO S/N DISTRITO LA PERLA PROVINCIA CALLAO DEPARTAMENTO CALLAO","20153408191","2","-77.0882062","-12.0779867"
"renipress.eess_00010688","renipress.microred_28_00_00","5","00010688","POSTA MEDICA PNP SULLANA","200601","2","1","3","073-502413","FELIPE ANDRES FLORES PEREZ ","30/11/1989","CALLE CALLE UGARTECHE 416 DISTRITO SULLANA PROVINCIA SULLANA DEPARTAMENTO PIURA","20504380077","2","",""
"renipress.eess_00010689","renipress.microred_28_00_00","5","00010689","PUESTO SANITARIO PNP TALARA","200701","1","0","1","073-382301","FRANCISCO ATOCHE OREJUELA ","01/01/1982","AVENIDA B S/N","20504380077","2","",""
"renipress.eess_00010690","renipress.microred_28_00_00","5","00010690","PUESTO SANITARIO PNP SUYO","200210","1","0","1","073-502413","WILFREDO CHIROQUE SOSA ","01/01/1980","CARRETERA PANAMERICANA KM 1145","20504380077","2","",""
"renipress.eess_00010691","renipress.microred_28_00_00","5","00010691","PUESTO SANITARIO PNP PLAYAS","200604","99","0","1","073-502413","HERMES MELQUISIDE VASQUEZ VELA ","01/01/1980","FRENTE A LA PLAZA DE ARMAS DEL CASERIO PLAYAS","20504380077","2","",""
